Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
San Galo,Caguas,Suiza,Puerto Rico,2,116.9899979,116.9899979,Second Class,Shipping on time
Cholet,Caguas,Francia,Puerto Rico,3,406.1000061,406.1000061,Second Class,Late delivery
Brandenburgo,Caguas,Alemania,Puerto Rico,5,114.3899994,114.3899994,Second Class,Late delivery
Ufa,Caguas,Rusia,Puerto Rico,4,113.0899963,113.0899963,Second Class,Late delivery
Sandnes,Caguas,Noruega,Puerto Rico,3,113.0899963,113.0899963,Second Class,Late delivery
Rennes,Caguas,Francia,Puerto Rico,2,299.9599915,299.9599915,Second Class,Shipping on time
Messina,Caguas,Italia,Puerto Rico,6,103.9899979,103.9899979,Second Class,Late delivery
Horlivka,Caguas,Ucrania,Puerto Rico,3,39.18999863,39.18999863,Second Class,Late delivery
Perugia,Caguas,Italia,Puerto Rico,5,45.0,45.0,Second Class,Late delivery
Wattrelos,Caguas,Francia,Puerto Rico,5,35.99000168,35.99000168,Second Class,Late delivery
Perugia,Caguas,Italia,Puerto Rico,5,44.0,44.0,Second Class,Late delivery
Mannheim,Caguas,Alemania,Puerto Rico,5,58.09999847,58.09999847,Second Class,Late delivery
Jerusalén,Morristown,Israel,EE. UU.,2,299.980011,299.980011,Standard Class,Advance shipping
Tianjin,Porterville,China,EE. UU.,4,296.980011,296.980011,Standard Class,Shipping on time
Shanghái,Lake Forest,China,EE. UU.,5,296.980011,296.980011,Standard Class,Late delivery
Pekín,Bronx,China,EE. UU.,3,296.980011,296.980011,Standard Class,Advance shipping
Suzhou,Brooklyn,China,EE. UU.,2,296.980011,296.980011,Standard Class,Advance shipping
Gold Coast,San Diego,Australia,EE. UU.,4,296.980011,296.980011,Standard Class,Shipping on time
Blenheim,Princeton,Nueva Zelanda,EE. UU.,6,296.980011,296.980011,Standard Class,Late delivery
Melbourne,Salt Lake City,Australia,EE. UU.,3,296.980011,296.980011,Standard Class,Advance shipping
Manila,Ontario,Filipinas,EE. UU.,5,296.980011,296.980011,Standard Class,Late delivery
Caloocan,York,Filipinas,EE. UU.,6,296.980011,296.980011,Standard Class,Late delivery
Zhuhai,Los Angeles,China,EE. UU.,6,391.980011,391.980011,Standard Class,Late delivery
Wuhan,Escondido,China,EE. UU.,2,391.980011,391.980011,Standard Class,Advance shipping
Canberra,Irwin,Australia,EE. UU.,3,293.980011,293.980011,Standard Class,Advance shipping
Townsville,Revere,Australia,EE. UU.,6,391.980011,391.980011,Standard Class,Late delivery
Perth,Brooklyn,Australia,EE. UU.,4,391.980011,391.980011,Standard Class,Shipping on time
Depok,Long Beach,Indonesia,EE. UU.,3,293.980011,293.980011,Standard Class,Advance shipping
Cirebon,Honolulu,Indonesia,EE. UU.,2,293.980011,293.980011,Standard Class,Advance shipping
Nom Pen,Lenoir,Camboya,EE. UU.,5,293.980011,293.980011,Standard Class,Late delivery
Caloocan,York,Filipinas,EE. UU.,6,293.980011,293.980011,Standard Class,Late delivery
Bagdad,Los Angeles,Irak,EE. UU.,5,293.980011,293.980011,Standard Class,Late delivery
Daegu,Los Angeles,Corea del Sur,EE. UU.,4,290.980011,290.980011,Standard Class,Shipping on time
Xiaogan,Chula Vista,China,EE. UU.,6,387.980011,387.980011,Standard Class,Late delivery
Wollongong,Quincy,Australia,EE. UU.,6,290.980011,290.980011,Standard Class,Late delivery
Gold Coast,Honolulu,Australia,EE. UU.,5,387.980011,387.980011,Standard Class,Late delivery
Townsville,Revere,Australia,EE. UU.,6,387.980011,387.980011,Standard Class,Late delivery
Depok,Long Beach,Indonesia,EE. UU.,3,290.980011,290.980011,Standard Class,Advance shipping
Yakarta,Columbia,Indonesia,EE. UU.,5,387.980011,387.980011,Standard Class,Late delivery
Mianyang,San Jose,China,EE. UU.,6,287.980011,287.980011,Standard Class,Late delivery
Atsugacho,Arlington,Japón,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Dalian,Davis,China,EE. UU.,4,383.980011,383.980011,Standard Class,Shipping on time
Nanchang,Chicago,China,EE. UU.,2,383.980011,383.980011,Standard Class,Advance shipping
Perth,Peoria,Australia,EE. UU.,6,287.980011,287.980011,Standard Class,Late delivery
Canberra,Miami,Australia,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Wellington,Las Vegas,Nueva Zelanda,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Gold Coast,Honolulu,Australia,EE. UU.,5,383.980011,383.980011,Standard Class,Late delivery
Jaipur,Lodi,India,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Korba,Opa Locka,India,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Probolinggo,Lawrence,Indonesia,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Makati,South Ozone Park,Filipinas,EE. UU.,6,287.980011,287.980011,Standard Class,Late delivery
Yakarta,Pawtucket,Indonesia,EE. UU.,5,287.980011,287.980011,Standard Class,Late delivery
Bangkok,Lancaster,Tailandia,EE. UU.,6,287.980011,287.980011,Standard Class,Late delivery
Bekasi,El Paso,Indonesia,EE. UU.,3,287.980011,287.980011,Standard Class,Advance shipping
Yakarta,Pawtucket,Indonesia,EE. UU.,5,383.980011,383.980011,Standard Class,Late delivery
Tokio,Garden Grove,Japón,EE. UU.,2,284.980011,284.980011,Standard Class,Advance shipping
Dalian,Davis,China,EE. UU.,4,379.980011,379.980011,Standard Class,Shipping on time
Dalian,Far Rockaway,China,EE. UU.,4,379.980011,379.980011,Standard Class,Shipping on time
Newcastle,Lancaster,Australia,EE. UU.,2,284.980011,284.980011,Standard Class,Advance shipping
Brisbane,Los Angeles,Australia,EE. UU.,4,379.980011,379.980011,Standard Class,Shipping on time
Newcastle,Lancaster,Australia,EE. UU.,2,379.980011,379.980011,Standard Class,Advance shipping
Abadan,El Paso,Irán,EE. UU.,6,284.980011,284.980011,Standard Class,Late delivery
Samarinda,West Covina,Indonesia,EE. UU.,3,284.980011,284.980011,Standard Class,Advance shipping
Surakarta,Miami,Indonesia,EE. UU.,3,379.980011,379.980011,Standard Class,Advance shipping
Pekín,Chicago,China,EE. UU.,2,283.480011,283.480011,Standard Class,Advance shipping
Dalian,Far Rockaway,China,EE. UU.,4,377.980011,377.980011,Standard Class,Shipping on time
Wellington,Rowland Heights,Nueva Zelanda,EE. UU.,2,283.480011,283.480011,Standard Class,Advance shipping
Sydney,Santa Ana,Australia,EE. UU.,2,283.480011,283.480011,Standard Class,Advance shipping
Port Macquarie,Oxnard,Australia,EE. UU.,3,377.980011,377.980011,Standard Class,Advance shipping
Kukatpalli,Mission Viejo,India,EE. UU.,4,283.480011,283.480011,Standard Class,Shipping on time
Malegaon,Salinas,India,EE. UU.,6,283.480011,283.480011,Standard Class,Late delivery
Patna,Elgin,India,EE. UU.,2,283.480011,283.480011,Standard Class,Advance shipping
Las Pinas,Glendale,Filipinas,EE. UU.,3,283.480011,283.480011,Standard Class,Advance shipping
Bangkok,East Brunswick,Tailandia,EE. UU.,5,283.480011,283.480011,Standard Class,Late delivery
Xi'an,Phoenix,China,EE. UU.,4,278.980011,278.980011,Standard Class,Shipping on time
Xinzhou,Westminster,China,EE. UU.,2,278.980011,278.980011,Standard Class,Advance shipping
Dalian,Far Rockaway,China,EE. UU.,4,371.980011,371.980011,Standard Class,Shipping on time
Kanpur,Marrero,India,EE. UU.,6,278.980011,278.980011,Standard Class,Late delivery
Ulhasnagar,Del Rio,India,EE. UU.,5,278.980011,278.980011,Standard Class,Late delivery
Bandung,Fort Worth,Indonesia,EE. UU.,3,278.980011,278.980011,Standard Class,Advance shipping
Valencia,Richmond,Filipinas,EE. UU.,5,371.980011,371.980011,Standard Class,Late delivery
Turgutlu,Brooklyn,Turquía,EE. UU.,2,278.980011,278.980011,Standard Class,Advance shipping
Xinzhou,Westminster,China,EE. UU.,2,272.980011,272.980011,Standard Class,Advance shipping
Changzhi,Azusa,China,EE. UU.,4,272.980011,272.980011,Standard Class,Shipping on time
Changchun,Colorado Springs,China,EE. UU.,6,363.980011,363.980011,Standard Class,Late delivery
Changwon,Billings,Corea del Sur,EE. UU.,2,363.980011,363.980011,Standard Class,Advance shipping
Newcastle,Mission Viejo,Australia,EE. UU.,3,272.980011,272.980011,Standard Class,Advance shipping
Chittagong,New Brunswick,Bangladés,EE. UU.,3,272.980011,272.980011,Standard Class,Advance shipping
Chittagong,Ridgewood,Bangladés,EE. UU.,4,272.980011,272.980011,Standard Class,Shipping on time
Ulhasnagar,Del Rio,India,EE. UU.,5,272.980011,272.980011,Standard Class,Late delivery
Bangkok,Chicago,Tailandia,EE. UU.,3,272.980011,272.980011,Standard Class,Advance shipping
Yakarta,Roseville,Indonesia,EE. UU.,3,272.980011,272.980011,Standard Class,Advance shipping
Valencia,Richmond,Filipinas,EE. UU.,5,363.980011,363.980011,Standard Class,Late delivery
Changzhi,Azusa,China,EE. UU.,4,269.980011,269.980011,Standard Class,Shipping on time
Caloundra,Philadelphia,Australia,EE. UU.,5,359.980011,359.980011,Standard Class,Late delivery
Bangkok,Chicago,Tailandia,EE. UU.,3,269.980011,269.980011,Standard Class,Advance shipping
Baku,Azusa,Azerbaiyán,EE. UU.,4,269.980011,269.980011,Standard Class,Shipping on time
Yanbu al Bahr,Stockbridge,Arabia Saudí,EE. UU.,5,269.980011,269.980011,Standard Class,Late delivery
Bagdad,Ontario,Irak,EE. UU.,4,26.98999977,26.98999977,Standard Class,Shipping on time
Zhuhai,Los Angeles,China,EE. UU.,6,263.980011,263.980011,Standard Class,Late delivery
Daegu,Los Angeles,Corea del Sur,EE. UU.,4,351.980011,351.980011,Standard Class,Shipping on time
Dunedin,Strongsville,Nueva Zelanda,EE. UU.,2,263.980011,263.980011,Standard Class,Advance shipping
Sydney,Baltimore,Australia,EE. UU.,4,351.980011,351.980011,Standard Class,Shipping on time
Khorramabad,Riverside,Irán,EE. UU.,5,263.980011,263.980011,Standard Class,Late delivery
Bhilai,Los Angeles,India,EE. UU.,3,263.980011,263.980011,Standard Class,Advance shipping
Singapur,La Habra,Singapur,EE. UU.,2,263.980011,263.980011,Standard Class,Advance shipping
Baku,Azusa,Azerbaiyán,EE. UU.,4,263.980011,263.980011,Standard Class,Shipping on time
Estambul,Oceanside,Turquía,EE. UU.,3,263.980011,263.980011,Standard Class,Advance shipping
Wuhan,Escondido,China,EE. UU.,2,260.980011,260.980011,Standard Class,Advance shipping
Chaoyang,Rialto,China,EE. UU.,5,260.980011,260.980011,Standard Class,Late delivery
Suzhou,Detroit,China,EE. UU.,6,260.980011,260.980011,Standard Class,Late delivery
Guangzhou,El Paso,China,EE. UU.,2,347.980011,347.980011,Standard Class,Advance shipping
Waitakere,Modesto,Nueva Zelanda,EE. UU.,6,260.980011,260.980011,Standard Class,Late delivery
Mackay,West Covina,Australia,EE. UU.,6,260.980011,260.980011,Standard Class,Late delivery
Townsville,Tustin,Australia,EE. UU.,2,260.980011,260.980011,Standard Class,Advance shipping
Newcastle,Bowling Green,Australia,EE. UU.,6,260.980011,260.980011,Standard Class,Late delivery
Murray Bridge,Aurora,Australia,EE. UU.,2,347.980011,347.980011,Standard Class,Advance shipping
Thane,Costa Mesa,India,EE. UU.,2,260.980011,260.980011,Standard Class,Advance shipping
Delhi,Portland,India,EE. UU.,5,260.980011,260.980011,Standard Class,Late delivery
Singapur,San Diego,Singapur,EE. UU.,2,260.980011,260.980011,Standard Class,Advance shipping
Semarang,Harvey,Indonesia,EE. UU.,4,260.980011,260.980011,Standard Class,Shipping on time
Yakarta,West Lafayette,Indonesia,EE. UU.,4,260.980011,260.980011,Standard Class,Shipping on time
Semarang,Corona,Indonesia,EE. UU.,6,347.980011,347.980011,Standard Class,Late delivery
Riyadh,Bowling Green,Arabia Saudí,EE. UU.,2,260.980011,260.980011,Standard Class,Advance shipping
Thane,Costa Mesa,India,EE. UU.,2,254.9799957,254.9799957,Standard Class,Advance shipping
Manila,Chicago,Filipinas,EE. UU.,4,339.980011,339.980011,Standard Class,Shipping on time
Mosul,Bronx,Irak,EE. UU.,2,254.9799957,254.9799957,Standard Class,Advance shipping
K'ut'aisi,Richardson,Georgia,EE. UU.,6,254.9799957,254.9799957,Standard Class,Late delivery
Soma,Mesquite,Turquía,EE. UU.,3,254.9799957,254.9799957,Standard Class,Advance shipping
Neijiang,Chino,China,EE. UU.,3,251.9799957,251.9799957,Standard Class,Advance shipping
Daejeon,North Hills,Corea del Sur,EE. UU.,6,335.980011,335.980011,Standard Class,Late delivery
Launceston,Burnsville,Australia,EE. UU.,4,251.9799957,251.9799957,Standard Class,Shipping on time
Rockhampton,Brownsville,Australia,EE. UU.,2,335.980011,335.980011,Standard Class,Advance shipping
Manila,Los Angeles,Filipinas,EE. UU.,3,251.9799957,251.9799957,Standard Class,Advance shipping
Semarang,Lithonia,Indonesia,EE. UU.,3,251.9799957,251.9799957,Standard Class,Advance shipping
Singapur,Las Vegas,Singapur,EE. UU.,2,335.980011,335.980011,Standard Class,Advance shipping
Jiangyou,San Diego,China,EE. UU.,6,248.9799957,248.9799957,Standard Class,Late delivery
Shanwei,Chicago,China,EE. UU.,5,331.980011,331.980011,Standard Class,Late delivery
Port Macquarie,Atlanta,Australia,EE. UU.,4,248.9799957,248.9799957,Standard Class,Shipping on time
Launceston,Burnsville,Australia,EE. UU.,4,248.9799957,248.9799957,Standard Class,Shipping on time
Mildura,Albuquerque,Australia,EE. UU.,5,248.9799957,248.9799957,Standard Class,Late delivery
Newcastle,Las Vegas,Australia,EE. UU.,2,248.9799957,248.9799957,Standard Class,Advance shipping
Melbourne,Staten Island,Australia,EE. UU.,3,331.980011,331.980011,Standard Class,Advance shipping
Bangkok,Saint Louis,Tailandia,EE. UU.,4,248.9799957,248.9799957,Standard Class,Shipping on time
Samarinda,West Covina,Indonesia,EE. UU.,3,331.980011,331.980011,Standard Class,Advance shipping
Taiping,Aurora,Malasia,EE. UU.,2,331.980011,331.980011,Standard Class,Advance shipping
Seremban,Miami,Malasia,EE. UU.,2,331.980011,331.980011,Standard Class,Advance shipping
Singapur,Atlanta,Singapur,EE. UU.,6,331.980011,331.980011,Standard Class,Late delivery
Medan,Sacramento,Indonesia,EE. UU.,5,24.88999939,24.88999939,Standard Class,Late delivery
Kütahya,Santa Clara,Turquía,EE. UU.,4,248.9799957,248.9799957,Standard Class,Shipping on time
Ceyhan,Memphis,Turquía,EE. UU.,5,248.9799957,248.9799957,Standard Class,Late delivery
Temirtau,San Antonio,Kazajistán,EE. UU.,6,245.9799957,245.9799957,Standard Class,Late delivery
Shantou,Washington,China,EE. UU.,2,245.9799957,245.9799957,Standard Class,Advance shipping
Newcastle,Ballwin,Australia,EE. UU.,4,245.9799957,245.9799957,Standard Class,Shipping on time
Sydney,Hamilton,Australia,EE. UU.,2,245.9799957,245.9799957,Standard Class,Advance shipping
Newcastle,Chesapeake,Australia,EE. UU.,5,245.9799957,245.9799957,Standard Class,Late delivery
Melbourne,Staten Island,Australia,EE. UU.,3,327.980011,327.980011,Standard Class,Advance shipping
Brisbane,Eugene,Australia,EE. UU.,4,327.980011,327.980011,Standard Class,Shipping on time
Kota,Douglasville,India,EE. UU.,5,245.9799957,245.9799957,Standard Class,Late delivery
Yakarta,Opelousas,Indonesia,EE. UU.,4,245.9799957,245.9799957,Standard Class,Shipping on time
Medan,Rochester,Indonesia,EE. UU.,3,245.9799957,245.9799957,Standard Class,Advance shipping
Changwon,Billings,Corea del Sur,EE. UU.,2,239.9799957,239.9799957,Standard Class,Advance shipping
Sydney,Diamond Bar,Australia,EE. UU.,4,239.9799957,239.9799957,Standard Class,Shipping on time
Sydney,Hamilton,Australia,EE. UU.,2,239.9799957,239.9799957,Standard Class,Advance shipping
Brisbane,Eugene,Australia,EE. UU.,4,319.980011,319.980011,Standard Class,Shipping on time
Kanpur,Valrico,India,EE. UU.,3,239.9799957,239.9799957,Standard Class,Advance shipping
Warangal,Tallahassee,India,EE. UU.,3,239.9799957,239.9799957,Standard Class,Advance shipping
Tiruchchirappalli,San Benito,India,EE. UU.,3,239.9799957,239.9799957,Standard Class,Advance shipping
Thiruvananthapuram,Panorama City,India,EE. UU.,6,319.980011,319.980011,Standard Class,Late delivery
Daca,Santa Ana,Bangladés,EE. UU.,4,319.980011,319.980011,Standard Class,Shipping on time
Pekanbaru,El Paso,Indonesia,EE. UU.,4,239.9799957,239.9799957,Standard Class,Shipping on time
Manila,Tustin,Filipinas,EE. UU.,4,319.980011,319.980011,Standard Class,Shipping on time
Bandung,Lockport,Indonesia,EE. UU.,4,319.980011,319.980011,Standard Class,Shipping on time
Nanyang,Jackson,China,EE. UU.,5,299.9899902,299.9899902,Standard Class,Late delivery
Licheng,Reynoldsburg,China,EE. UU.,2,299.9899902,299.9899902,Standard Class,Advance shipping
Auckland,North Hollywood,Nueva Zelanda,EE. UU.,2,224.9900055,224.9900055,Standard Class,Advance shipping
Wodonga,Carson,Australia,EE. UU.,2,224.9900055,224.9900055,Standard Class,Advance shipping
Rockhampton,Brownsville,Australia,EE. UU.,2,224.9900055,224.9900055,Standard Class,Advance shipping
Melbourne,New Orleans,Australia,EE. UU.,5,299.9899902,299.9899902,Standard Class,Late delivery
Kanpur,Valrico,India,EE. UU.,3,224.9900055,224.9900055,Standard Class,Advance shipping
Aligudarz,Strongsville,Irán,EE. UU.,3,224.9900055,224.9900055,Standard Class,Advance shipping
Parbhani,Sun Valley,India,EE. UU.,3,299.9899902,299.9899902,Standard Class,Advance shipping
Pekanbaru,El Paso,Indonesia,EE. UU.,4,224.9900055,224.9900055,Standard Class,Shipping on time
Denpasar,Virginia Beach,Indonesia,EE. UU.,2,224.9900055,224.9900055,Standard Class,Advance shipping
Manila,Fullerton,Filipinas,EE. UU.,4,299.9899902,299.9899902,Standard Class,Shipping on time
Corlu,Colorado Springs,Turquía,EE. UU.,2,224.9900055,224.9900055,Standard Class,Advance shipping
Sydney,Richardson,Australia,EE. UU.,3,30.45999908,30.45999908,Standard Class,Advance shipping
Sydney,Tempe,Australia,EE. UU.,6,29.84000015,29.84000015,Standard Class,Late delivery
Ranchi,Piscataway,India,EE. UU.,6,28.28000069,28.28000069,Standard Class,Late delivery
Seúl,Memphis,Corea del Sur,EE. UU.,2,260.6499939,260.6499939,Standard Class,Advance shipping
Tamworth,North Las Vegas,Australia,EE. UU.,2,164.3800049,164.3800049,Standard Class,Advance shipping
Agra,Columbia,India,EE. UU.,6,258.0400085,258.0400085,Standard Class,Late delivery
Lucknow,Philadelphia,India,EE. UU.,4,39.34999847,39.34999847,Standard Class,Shipping on time
Gold Coast,Las Vegas,Australia,EE. UU.,6,11.06000042,11.06000042,Standard Class,Late delivery
Bundaberg,Las Vegas,Australia,EE. UU.,5,161.0899963,161.0899963,Standard Class,Late delivery
Canberra,Huntington Beach,Australia,EE. UU.,3,38.95999908,38.95999908,Standard Class,Advance shipping
Pune,West Jordan,India,EE. UU.,6,255.4400024,255.4400024,Standard Class,Late delivery
Darbhanga,Chesapeake,India,EE. UU.,4,255.4400024,255.4400024,Standard Class,Shipping on time
Lucknow,Elmhurst,India,EE. UU.,3,38.95999908,38.95999908,Standard Class,Advance shipping
Hyderabad,San Benito,Pakistán,EE. UU.,5,38.95999908,38.95999908,Standard Class,Late delivery
Yakarta,Chapel Hill,Indonesia,EE. UU.,6,38.95999908,38.95999908,Standard Class,Late delivery
Yakarta,Bellflower,Indonesia,EE. UU.,2,38.56000137,38.56000137,Standard Class,Advance shipping
Seúl,El Paso,Corea del Sur,EE. UU.,5,38.15999985,38.15999985,Standard Class,Late delivery
Canberra,Fargo,Australia,EE. UU.,5,250.2200012,250.2200012,Standard Class,Late delivery
Geelong,Lancaster,Australia,EE. UU.,3,38.15999985,38.15999985,Standard Class,Advance shipping
Pune,Beaverton,India,EE. UU.,4,250.2200012,250.2200012,Standard Class,Shipping on time
Surakarta,Waukegan,Indonesia,EE. UU.,6,250.2200012,250.2200012,Standard Class,Late delivery
Samarinda,Los Angeles,Indonesia,EE. UU.,4,38.15999985,38.15999985,Standard Class,Shipping on time
Bandung,Palmdale,Indonesia,EE. UU.,3,156.1600037,156.1600037,Standard Class,Advance shipping
Kuching,Newark,Malasia,EE. UU.,3,156.1600037,156.1600037,Standard Class,Advance shipping
Gongzhuling,Springfield,China,EE. UU.,4,246.3099976,246.3099976,Standard Class,Shipping on time
Geelong,San Ramon,Australia,EE. UU.,5,155.3399963,155.3399963,Standard Class,Late delivery
Ajmer,College Station,India,EE. UU.,5,37.56000137,37.56000137,Standard Class,Late delivery
Caloocan,Fullerton,Filipinas,EE. UU.,5,246.3099976,246.3099976,Standard Class,Late delivery
Jieshou,Detroit,China,EE. UU.,4,152.8699951,152.8699951,Standard Class,Shipping on time
Gold Coast,Highland Park,Australia,EE. UU.,4,36.97000122,36.97000122,Standard Class,Shipping on time
